world,rep,contrast,shifted,primary_call,rule_diverging,rule_equivalent
shift_east,7,taxspend:EAST-WEST,True,non-equivalent,True,False
shift_east,7,social:EAST-WEST,True,non-equivalent,True,False
shift_east,7,immigration:EAST-WEST,True,non-equivalent,True,False
shift_east,7,eu:EAST-WEST,True,non-equivalent,True,False
shift_east,7,environment:EAST-WEST,True,non-equivalent,True,False
shift_east,7,decentralization:EAST-WEST,True,inconclusive,False,False
shift_east,8,immigration:RR-CON,False,inconclusive,False,False
shift_east,8,immigration:RR-CD,False,inconclusive,False,False
shift_east,8,environment:ECO-SD,False,inconclusive,False,False
shift_east,8,taxspend:SOC-CON,False,inconclusive,False,False
shift_east,8,social:RR-LIB,False,inconclusive,False,False
shift_east,8,taxspend:EAST-WEST,True,non-equivalent,True,False
shift_east,8,social:EAST-WEST,True,non-equivalent,True,False
shift_east,8,immigration:EAST-WEST,True,non-equivalent,True,False
shift_east,8,eu:EAST-WEST,True,non-equivalent,True,False
shift_east,8,environment:EAST-WEST,True,non-equivalent,True,False
shift_east,8,decentralization:EAST-WEST,True,inconclusive,False,False
shift_east,9,immigration:RR-CON,False,inconclusive,False,False
shift_east,9,immigration:RR-CD,False,inconclusive,False,False
shift_east,9,environment:ECO-SD,False,inconclusive,False,False
shift_east,9,taxspend:SOC-CON,False,inconclusive,False,False
shift_east,9,social:RR-LIB,False,inconclusive,False,False
shift_east,9,taxspend:EAST-WEST,True,non-equivalent,True,False
shift_east,9,social:EAST-WEST,True,non-equivalent,False,False
shift_east,9,immigration:EAST-WEST,True,non-equivalent,True,False
shift_east,9,eu:EAST-WEST,True,non-equivalent,True,False
shift_east,9,environment:EAST-WEST,True,inconclusive,False,False
shift_east,9,decentralization:EAST-WEST,True,inconclusive,False,False
shift_east,10,immigration:RR-CON,False,inconclusive,False,False
shift_east,10,immigration:RR-CD,False,inconclusive,False,False
shift_east,10,environment:ECO-SD,False,inconclusive,False,False
shift_east,10,taxspend:SOC-CON,False,inconclusive,False,False
shift_east,10,social:RR-LIB,False,inconclusive,False,False
shift_east,10,taxspend:EAST-WEST,True,non-equivalent,True,False
shift_east,10,social:EAST-WEST,True,non-equivalent,True,False
shift_east,10,immigration:EAST-WEST,True,non-equivalent,True,False
shift_east,10,eu:EAST-WEST,True,non-equivalent,True,False
shift_east,10,environment:EAST-WEST,True,non-equivalent,True,False
shift_east,10,decentralization:EAST-WEST,True,non-equivalent,False,False
shift_east,11,immigration:RR-CON,False,inconclusive,False,False
shift_east,11,immigration:RR-CD,False,inconclusive,False,False
shift_east,11,environment:ECO-SD,False,inconclusive,False,False
shift_east,11,taxspend:SOC-CON,False,inconclusive,False,False
shift_east,11,social:RR-LIB,False,inconclusive,False,False
shift_east,11,taxspend:EAST-WEST,True,non-equivalent,True,False
shift_east,11,social:EAST-WEST,True,non-equivalent,True,False
shift_east,11,immigration:EAST-WEST,True,non-equivalent,True,False
shift_east,11,eu:EAST-WEST,True,non-equivalent,True,False
shift_east,11,environment:EAST-WEST,True,non-equivalent,False,False
shift_east,11,decentralization:EAST-WEST,True,inconclusive,False,False
shift_east,12,immigration:RR-CON,False,equivalent,False,False
shift_east,12,immigration:RR-CD,False,inconclusive,False,False
shift_east,12,environment:ECO-SD,False,inconclusive,False,False
shift_east,12,taxspend:SOC-CON,False,inconclusive,False,False
shift_east,12,social:RR-LIB,False,inconclusive,False,False
shift_east,12,taxspend:EAST-WEST,True,non-equivalent,True,False
shift_east,12,social:EAST-WEST,True,non-equivalent,True,False
shift_east,12,immigration:EAST-WEST,True,non-equivalent,True,False
shift_east,12,eu:EAST-WEST,True,non-equivalent,True,False
shift_east,12,environment:EAST-WEST,True,non-equivalent,True,False
shift_east,12,decentralization:EAST-WEST,True,inconclusive,False,False
shift_east,13,immigration:RR-CON,False,inconclusive,False,False
shift_east,13,immigration:RR-CD,False,inconclusive,False,False
shift_east,13,environment:ECO-SD,False,inconclusive,False,False
shift_east,13,taxspend:SOC-CON,False,inconclusive,False,False
shift_east,13,social:RR-LIB,False,equivalent,False,False
shift_east,13,taxspend:EAST-WEST,True,non-equivalent,True,False
shift_east,13,social:EAST-WEST,True,non-equivalent,True,False
shift_east,13,immigration:EAST-WEST,True,non-equivalent,True,False
shift_east,13,eu:EAST-WEST,True,non-equivalent,True,False
shift_east,13,environment:EAST-WEST,True,non-equivalent,True,False
shift_east,13,decentralization:EAST-WEST,True,non-equivalent,True,False
shift_east,14,immigration:RR-CON,False,inconclusive,False,False
shift_east,14,immigration:RR-CD,False,inconclusive,False,False
shift_east,14,environment:ECO-SD,False,inconclusive,False,False
shift_east,14,taxspend:SOC-CON,False,inconclusive,False,False
shift_east,14,social:RR-LIB,False,equivalent,False,False
shift_east,14,taxspend:EAST-WEST,True,non-equivalent,True,False
shift_east,14,social:EAST-WEST,True,non-equivalent,True,False
shift_east,14,immigration:EAST-WEST,True,non-equivalent,True,False
shift_east,14,eu:EAST-WEST,True,non-equivalent,True,False
shift_east,14,environment:EAST-WEST,True,non-equivalent,True,False
shift_east,14,decentralization:EAST-WEST,True,non-equivalent,True,False
shift_east,15,immigration:RR-CON,False,inconclusive,False,False
shift_east,15,immigration:RR-CD,False,inconclusive,False,False
shift_east,15,environment:ECO-SD,False,inconclusive,False,False
shift_east,15,taxspend:SOC-CON,False,inconclusive,False,False
shift_east,15,social:RR-LIB,False,inconclusive,False,False
shift_east,15,taxspend:EAST-WEST,True,non-equivalent,True,False
shift_east,15,social:EAST-WEST,True,non-equivalent,True,False
shift_east,15,immigration:EAST-WEST,True,non-equivalent,True,False
shift_east,15,eu:EAST-WEST,True,non-equivalent,True,False
shift_east,15,environment:EAST-WEST,True,non-equivalent,True,False
shift_east,15,decentralization:EAST-WEST,True,inconclusive,False,False
shift_east,16,immigration:RR-CON,False,inconclusive,False,False
shift_east,16,immigration:RR-CD,False,inconclusive,False,False
shift_east,16,environment:ECO-SD,False,inconclusive,False,False
shift_east,16,taxspend:SOC-CON,False,non-equivalent,False,False
shift_east,16,social:RR-LIB,False,equivalent,False,False
shift_east,16,taxspend:EAST-WEST,True,non-equivalent,True,False
shift_east,16,social:EAST-WEST,True,non-equivalent,True,False
shift_east,16,immigration:EAST-WEST,True,non-equivalent,True,False
shift_east,16,eu:EAST-WEST,True,non-equivalent,True,False
shift_east,16,environment:EAST-WEST,True,non-equivalent,True,False
shift_east,16,decentralization:EAST-WEST,True,non-equivalent,False,False
shift_east,17,immigration:RR-CON,False,inconclusive,False,False
shift_east,17,immigration:RR-CD,False,inconclusive,False,False
shift_east,17,environment:ECO-SD,False,inconclusive,False,False
shift_east,17,taxspend:SOC-CON,False,inconclusive,False,False
shift_east,17,social:RR-LIB,False,inconclusive,False,False
shift_east,17,taxspend:EAST-WEST,True,non-equivalent,True,False
shift_east,17,social:EAST-WEST,True,non-equivalent,True,False
shift_east,17,immigration:EAST-WEST,True,non-equivalent,True,False
shift_east,17,eu:EAST-WEST,True,non-equivalent,True,False
shift_east,17,environment:EAST-WEST,True,non-equivalent,True,False
shift_east,17,decentralization:EAST-WEST,True,inconclusive,False,False
shift_east,18,immigration:RR-CON,False,inconclusive,False,False
shift_east,18,immigration:RR-CD,False,inconclusive,False,False
shift_east,18,environment:ECO-SD,False,inconclusive,False,False
shift_east,18,taxspend:SOC-CON,False,inconclusive,False,False
shift_east,18,social:RR-LIB,False,inconclusive,False,False
shift_east,18,taxspend:EAST-WEST,True,non-equivalent,True,False
shift_east,18,social:EAST-WEST,True,non-equivalent,True,False
shift_east,18,immigration:EAST-WEST,True,non-equivalent,True,False
shift_east,18,eu:EAST-WEST,True,non-equivalent,True,False
shift_east,18,environment:EAST-WEST,True,non-equivalent,True,False
shift_east,18,decentralization:EAST-WEST,True,inconclusive,False,False
shift_east,19,immigration:RR-CON,False,inconclusive,False,False
shift_east,19,immigration:RR-CD,False,inconclusive,False,False
shift_east,19,environment:ECO-SD,False,inconclusive,False,False
shift_east,19,taxspend:SOC-CON,False,inconclusive,False,False
shift_east,19,social:RR-LIB,False,inconclusive,False,False
shift_east,19,taxspend:EAST-WEST,True,non-equivalent,True,False
shift_east,19,social:EAST-WEST,True,non-equivalent,True,False
shift_east,19,immigration:EAST-WEST,True,non-equivalent,True,False
shift_east,19,eu:EAST-WEST,True,non-equivalent,True,False
shift_east,19,environment:EAST-WEST,True,non-equivalent,True,False
shift_east,19,decentralization:EAST-WEST,True,inconclusive,False,False
shift_east,20,immigration:RR-CON,False,inconclusive,False,False
shift_east,20,immigration:RR-CD,False,inconclusive,False,False
shift_east,20,environment:ECO-SD,False,inconclusive,False,False
shift_east,20,taxspend:SOC-CON,False,inconclusive,False,False
shift_east,20,social:RR-LIB,False,inconclusive,False,False
shift_east,20,taxspend:EAST-WEST,True,non-equivalent,True,False
shift_east,20,social:EAST-WEST,True,non-equivalent,True,False
shift_east,20,immigration:EAST-WEST,True,non-equivalent,True,False
shift_east,20,eu:EAST-WEST,True,non-equivalent,True,False
shift_east,20,environment:EAST-WEST,True,non-equivalent,True,False
shift_east,20,decentralization:EAST-WEST,True,non-equivalent,True,False
shift_east,21,immigration:RR-CON,False,inconclusive,False,False
shift_east,21,immigration:RR-CD,False,equivalent,False,False
shift_east,21,environment:ECO-SD,False,inconclusive,False,False
shift_east,21,taxspend:SOC-CON,False,inconclusive,False,False
shift_east,21,social:RR-LIB,False,equivalent,False,False
shift_east,21,taxspend:EAST-WEST,True,non-equivalent,True,False
shift_east,21,social:EAST-WEST,True,non-equivalent,True,False
shift_east,21,immigration:EAST-WEST,True,non-equivalent,True,False
shift_east,21,eu:EAST-WEST,True,non-equivalent,True,False
shift_east,21,environment:EAST-WEST,True,non-equivalent,True,False
shift_east,21,decentralization:EAST-WEST,True,non-equivalent,True,False
shift_east,22,immigration:RR-CON,False,inconclusive,False,False
shift_east,22,immigration:RR-CD,False,inconclusive,False,False
shift_east,22,environment:ECO-SD,False,inconclusive,False,False
shift_east,22,taxspend:SOC-CON,False,inconclusive,False,False
shift_east,22,social:RR-LIB,False,inconclusive,False,False
shift_east,22,taxspend:EAST-WEST,True,non-equivalent,True,False
shift_east,22,social:EAST-WEST,True,non-equivalent,True,False
shift_east,22,immigration:EAST-WEST,True,non-equivalent,True,False
shift_east,22,eu:EAST-WEST,True,non-equivalent,True,False
shift_east,22,environment:EAST-WEST,True,non-equivalent,True,False
shift_east,22,decentralization:EAST-WEST,True,non-equivalent,False,False
shift_east,23,immigration:RR-CON,False,inconclusive,False,False
shift_east,23,immigration:RR-CD,False,inconclusive,False,False
shift_east,23,environment:ECO-SD,False,inconclusive,False,False
shift_east,23,taxspend:SOC-CON,False,inconclusive,False,False
shift_east,23,social:RR-LIB,False,inconclusive,False,False
shift_east,23,taxspend:EAST-WEST,True,non-equivalent,True,False
shift_east,23,social:EAST-WEST,True,non-equivalent,True,False
shift_east,23,immigration:EAST-WEST,True,non-equivalent,True,False
shift_east,23,eu:EAST-WEST,True,non-equivalent,True,False
shift_east,23,environment:EAST-WEST,True,non-equivalent,True,False
shift_east,23,decentralization:EAST-WEST,True,non-equivalent,True,False
shift_east,24,immigration:RR-CON,False,inconclusive,False,False
shift_east,24,immigration:RR-CD,False,inconclusive,False,False
shift_east,24,environment:ECO-SD,False,inconclusive,False,False
shift_east,24,taxspend:SOC-CON,False,inconclusive,False,False
shift_east,24,social:RR-LIB,False,equivalent,False,False
shift_east,24,taxspend:EAST-WEST,True,non-equivalent,True,False
shift_east,24,social:EAST-WEST,True,non-equivalent,True,False
shift_east,24,immigration:EAST-WEST,True,non-equivalent,True,False
shift_east,24,eu:EAST-WEST,True,non-equivalent,True,False
shift_east,24,environment:EAST-WEST,True,non-equivalent,True,False
shift_east,24,decentralization:EAST-WEST,True,inconclusive,False,False
